CHD8	22.31290112208433
SCN2A	20.90358939107769
SYNGAP1	16.31898859333771
ARID1B	13.815510557964274
GRIN2B	13.0688226104763
DYRK1A	12.449418904161902
ADNP	10.804889671916532
SUV420H1	9.714521453023504
POGZ	9.069952538555174
DSCAM	8.672526236628707
TBR1	8.325222504240935
KDM5B	8.082460585627505
CHD2	7.455938419397199
PTEN	6.960804851565863
ANK2	6.548255927440392
ZC3H4	6.120545969837163
FOXP1	5.52647572099488
WAC	5.044720810968358
MYT1L	4.683648401451367
KDM6B	4.401347200580326
KATNAL2	4.192793219899789
CUL3	4.029108771733314
ASH1L	3.873530297591056
SPAST	3.724605330928209
DNMT3A	3.6045697399977676
BCL11A	3.501571317666785
SLC6A1	3.401632306228134
TCF7L2	3.295075972557183
ILF2	3.197253237058251
SARM1	3.103435509015951
GIGYF1	3.012484715399056
PHF2	2.933453904637286
SCARA3	2.801240755400699
ZNF366	2.7411297148815743
MBD5	2.685319819746024
IRF2BPL	2.6338143003459864
NCKAP1	2.5830818550610672
CACNA2D3	2.4558394829424413
TNRC6B	2.4164407459241004
TRIO	2.3796316261845156
GABRB3	2.344370906004822
ACHE	2.310470642376371
ASXL3	2.278984451997459
INTS6	2.249161508287034
KDM4B	2.2199315626398937
MYO9B	2.19195869844522
ETFB	2.1643464406710753
DIP2A	2.1361594172768896
CCIN	2.1079072406165444
APH1A	2.0813890688804166
PTK7	2.0556565174085377
P2RX5	2.030465413850336
MLANA	2.006255728870089
WDFY3	1.9832301680726578
SETD5	1.9611578455970244
TSPAN4	1.9395678072927676
PRKAR1B	1.9189735847892169
C7ORF64	1.899186899482927
TMEM39B	1.8791862859553692
OR52M1	1.8598757493192468
CSNK1E	1.8414383390794247
ARHGAP5	1.82306711282157
SMARCA4	1.8052786205319808
FBXO18	1.78826187893431
NR3C2	1.7714584191063476
IL17RA	1.7396414769972732
WNT7B	1.7243744432321852
KLHL14	1.7088653856701923
MYH10	1.6937841767209374
MFRP	1.6783587579435564
TBL1XR1	1.6627471110761356
NARG1	1.6477655776734026
BRSK2	1.633378238812715
COBL	1.6192177192273225
ANKRD11	1.6055683488614039
SPARCL1	1.5922778864802787
PSMD12	1.5792725126566496
CTCF	1.5545238850684902
GIMAP8	1.5427781973075485
PCDHA13	1.5310832363769182
RFX7	1.5197514616469967
FAM168B	1.5086418304725502
SIX2	1.4978453851633524
ERBB2IP	1.487194762336307
MED13L	1.4766268147847301
MEMO1	1.4663042476653796
RANBP17	1.45619107094568
SPAG9	1.4463344797915754
NFKBIL1	1.4367027292754446
RNF146	1.4273437189852325
NUAK1	1.4181138459397764
ZNF490	1.4087208657734553
FBXO11	1.3995957091246793
RAI1	1.3906183842479465
KAT2B	1.3818335413869924
STAM	1.3731037213860298
NINL	1.3644245307845104
TCF3	1.3559624364552965
PRPF39	1.3472442202055341
ATP1B1	1.3387117829318589
NUDT17	1.3304103776881688
TLK2	1.3223169098525858
SUCLG2	1.3144233596920065
KCNQ2	1.306539574276194
ZNF559	1.290773777997351
JPH3	1.28306496308094
PCOLCE	1.2755469329639668
OR2T10	1.2682040197978415
DPP3	1.2610376272515333
KRT34	1.253848689677362
PLEKHA8	1.2467082046289477
GRIA2	1.239685198035106
MUC21	1.2258725358087825
LEO1	1.219119559435625
QRICH1	1.2125188546760064
PLA1A	1.2060487709877226
SCUBE1	1.1997070987318217
DOCK5	1.1934705532015246
KRBA2	1.1873681314446936
RAB2A	1.1813654896620167
KLHDC10	1.1754896580648155
PPM1D	1.1697199780210787
JUP	1.1640603272913421
TCTE3	1.1584446850030372
LRRC14	1.1529109557198942
GGNBP2	1.1474735176625865
SMURF1	1.1421368756536445
UTP6	1.136887772051837
C9ORF68	1.1317389434126035
CAPN12	1.1266317027058945
SCN1A	1.1215934533463041
GRIA1	1.116643236575467
MTMR12	1.1069198440461083
FAM200B	1.102157697207961
AHDC1	1.0973108219434544
HAPLN3	1.0925032747498586
CSTF2T	1.0876835564077159
TANC2	1.0829052781484734
ZC3H11A	1.0781953177666714
USP45	1.073559023072072
RUNDC1	1.0689777096860444
KLC1	1.064459721899353
MTUS1	1.0599941531821366
URB1	1.055597693893575
TAF4	1.0512724070788133
CCT6B	1.0470025802947447
C16ORF13	1.042784830156383
WNT9A	1.038534343310848
KIRREL3	1.0343461039857447
AXL	1.030202443908215
SLCO1B3	1.026123790011123
NRG4	1.0220968551336365
PSD3	1.0141153499805846
ATP1A1	1.0101451171117974
SRGAP3	1.0061902564588412
IL27	1.0022708090181476
TNPO3	0.9984034831102477
STMN4	0.9945637083211918
RAD21L1	0.9907745331043162
SRPK2	0.987042459062765
DBX2	0.9833394168385404
RNF38	0.9796886663946843
CYP27C1	0.9760925024817715
TRIP12	0.9725344012792169
CDC23	0.9690260048870296
PLCD4	0.9655051780384645
OVOL1	0.9585579212272415
SPON2	0.9551175722055213
RIMS1	0.9483581028949729
PTMS	0.9450384331720231
CHD1	0.9417288342730152
ZNF853	0.9384650882475253
CA3	0.9352470988496305
MYOC	0.9320427383727633
IFNA10	0.9288723292748513
